gene,entrez
LACTB2,51110
LACTB,114294
LAD1,3898
LAG3,3902
LAGE3,8270
LAIR1,3903
LAIR2,3904
LALBA,3906
LAMA1,284217
LAMA2,3908
LAMA3,3909
LAMA4,3910
LAMA5,3911
LAMB1,3912
LAMB2L,22973
LAMB2,3913
LAMB3,3914
LAMB4,22798
LAMC1,3915
LAMC2,3918
LAMC3,10319
LAMP1,3916
LAMP2,3920
LAMP3,27074
LANCL1,10314
LANCL2,55915
LANCL3,347404
LAP3,51056
LAPTM4A,9741
LAPTM4B,55353
LAPTM5,7805
LARGE,9215
LARP1B,55132
LARP1,23367
LARP4B,23185
LARP4,113251
LARP6,55323
LARP7,51574
LARS2,23395
LARS,51520
LAS1L,81887
LASP1,3927
LASS1,10715
LASS2,29956
LASS3,204219
LASS4,79603
LASS5,91012
LASS6,253782
LAT2,7462
LATS1,9113
LATS2,26524
LAT,27040
LAX1,54900
LAYN,143903
LBH,81606
LBP,3929
LBR,3930
LBX1,10660
LBX2,85474
LBXCOR1,390598
LCA5L,150082
LCA5,167691
LCAT,3931
LCE1A,353131
LCE1B,353132
LCE1C,353133
LCE1D,353134
LCE1E,353135
LCE1F,353137
LCE2A,353139
LCE2B,26239
LCE2C,353140
LCE2D,353141
LCE3A,353142
LCE3B,353143
LCE3C,353144
LCE3D,84648
LCE3E,353145
LCE4A,199834
LCE5A,254910
LCE6A,448835
LCK,3932
LCLAT1,253558
LCMT1,51451
LCMT2,9836
LCN10,414332
LCN12,286256
LCN15,389812
LCN1,3933
LCN2,3934
LCN6,158062
LCN8,138307
LCN9,392399
LCNL1,401562
LCORL,254251
LCOR,84458
LCP1,3936
LCP2,3937
LCTL,197021
LCT,3938
LDB1,8861
LDB2,9079
LDB3,11155
LDHAL6A,160287
LDHAL6B,92483
LDHA,3939
LDHB,3945
LDHC,3948
LDHD,197257
LDLRAD1,388633
LDLRAD2,401944
LDLRAD3,143458
LDLRAP1,26119
LDLR,3949
LDOC1L,84247
LDOC1,23641
LEAP2,116842
LECT1,11061
LECT2,3950
LEF1,51176
LEFTY1,10637
LEFTY2,7044
LEKR1,389170
LELP1,149018
LEMD1,93273
LEMD2,221496
LEMD3,23592
LENEP,55891
LENG1,79165
LENG8,114823
LENG9,94059
LEO1,123169
LEPRE1,64175
LEPREL1,55214
LEPREL2,10536
LEPROTL1,23484
LEPROT,54741
LEPR,3953
LEP,3952
LETM1,3954
LETM2,137994
LETMD1,25875
LEUTX,342900
LFNG,3955
LGALS12,85329
LGALS13,29124
LGALS14,56891
LGALS1,3956
LGALS2,3957
LGALS3BP,3959
LGALS3,3958
LGALS4,3960
LGALS7B,653499
LGALS7,3963
LGALS8,3964
LGALS9B,284194
LGALS9C,654346
LGALS9,3965
LGI1,9211
LGI2,55203
LGI3,203190
LGI4,163175
LGMN,5641
LGR4,55366
LGR5,8549
LGR6,59352
LGSN,51557
LGTN,1939
LHB,3972
LHCGR,3973
LHFPL1,340596
LHFPL2,10184
LHFPL3,375612
LHFPL4,375323
LHFPL5,222662
LHFP,10186
LHPP,64077
LHX1,3975
LHX2,9355
LHX3,8022
LHX4,89884
LHX5,64211
LHX6,26468
LHX8,431707
LHX9,56956
LIAS,11019
LIFR,3977
LIF,3976
LIG1,3978
LIG3,3980
LIG4,3981
LILRA1,11024
LILRA2,11027
LILRA3,11026
LILRA4,23547
LILRA5,353514
LILRA6,79168
LILRB1,10859
LILRB2,10288
LILRB3,11025
LILRB4,11006
LILRB5,10990
LILRP2,79166
LIM2,3982
LIMA1,51474
LIMCH1,22998
LIMD1,8994
LIMD2,80774
LIME1,54923
LIMK1,3984
LIMK2,3985
LIMS1,3987
LIMS2,55679
LIMS3-LOC440895,100271835
LIMS3,96626
LIN28A,79727
LIN28B,389421
LIN37,55957
LIN52,91750
LIN54,132660
LIN7A,8825
LIN7B,64130
LIN7C,55327
LIN9,286826
LINGO1,84894
LINGO2,158038
LINGO3,645191
LINGO4,339398
LINS1,55180
LIPA,3988
LIPC,3990
LIPE,3991
LIPF,8513
LIPG,9388
LIPH,200879
LIPI,149998
LIPJ,142910
LIPK,643414
LIPM,340654
LIPN,643418
LIPT1,51601
LIPT2,387787
LITAF,9516
LIX1L,128077
LIX1,167410
LLGL1,3996
LLGL2,3993
LLPH,84298
LMAN1L,79748
LMAN1,3998
LMAN2L,81562
LMAN2,10960
LMBR1L,55716
LMBR1,64327
LMBRD1,55788
LMBRD2,92255
LMCD1,29995
LMF1,64788
LMF2,91289
LMLN,89782
LMNA,4000
LMNB1,4001
LMNB2,84823
LMO1,4004
LMO2,4005
LMO3,55885
LMO4,8543
LMO7,4008
LMOD1,25802
LMOD2,442721
LMOD3,56203
LMTK2,22853
LMTK3,114783
LMX1A,4009
LMX1B,4010
LNP1,348801
LNPEP,4012
LNX1,84708
LNX2,222484
LOC100009676,100009676
LOC100101266,100101266
LOC100101938,100101938
LOC100124692,100124692
LOC100125556,100125556
LOC100126784,100126784
LOC100127888,100127888
LOC100128023,100128023
LOC100128076,100128076
LOC100128164,100128164
LOC100128191,100128191
LOC100128239,100128239
LOC100128288,100128288
LOC100128292,100128292
LOC100128542,100128542
LOC100128554,100128554
LOC100128573,100128573
LOC100128640,100128640
LOC100128675,100128675
LOC100128788,100128788
LOC100128811,100128811
LOC100128822,100128822
LOC100128842,100128842
LOC100128977,100128977
LOC100129034,100129034
LOC100129055,100129055
LOC100129066,100129066
LOC100129387,100129387
LOC100129534,100129534
LOC100129550,100129550
LOC100129637,100129637
LOC100129716,100129716
LOC100129726,100129726
LOC100129935,100129935
LOC100130015,100130015
LOC100130093,100130093
LOC100130148,100130148
LOC100130238,100130238
LOC100130264,100130264
LOC100130274,100130274
LOC100130331,100130331
LOC100130386,100130386
LOC100130522,100130522
LOC100130557,100130557
LOC100130581,100130581
LOC100130691,100130691
LOC100130776,100130776
LOC100130872,100130872
LOC100130932,100130932
LOC100130933,100130933
LOC100130987,100130987
LOC100131193,100131193
LOC100131434,100131434
LOC100131496,100131496
LOC100131551,100131551
LOC100131691,100131691
LOC100131726,100131726
LOC100132111,100132111
LOC100132215,100132215
LOC100132247,100132247
LOC100132287,100132287
LOC100132288,100132288
LOC100132354,100132354
LOC100132707,100132707
LOC100132724,100132724
LOC100132831,100132831
LOC100132832,100132832
LOC100133050,100133050
LOC100133161,100133161
LOC100133308,100133308
LOC100133331,100133331
LOC100133469,100133469
LOC100133545,100133545
LOC100133612,100133612
LOC100133669,100133669
LOC100133893,100133893
LOC100133920,100133920
LOC100133957,100133957
LOC100133985,100133985
LOC100133991,100133991
LOC100134229,100134229
LOC100134259,100134259
LOC100134368,100134368
LOC100134713,100134713
LOC100134868,100134868
LOC100144603,100144603
LOC100144604,100144604
LOC100169752,100169752
LOC100170939,100170939
LOC100188947,100188947
LOC100188949,100188949
LOC100189589,100189589
LOC100190938,100190938
LOC100190939,100190939
LOC100190940,100190940
LOC100190986,100190986
LOC100192378,100192378
LOC100192379,100192379
LOC100192426,100192426
LOC100216001,100216001
LOC100216545,100216545
LOC100233209,100233209
LOC100240726,100240726
LOC100240734,100240734
LOC100240735,100240735
LOC100268168,100268168
LOC100270710,100270710
LOC100270746,100270746
LOC100270804,100270804
LOC100271722,100271722
LOC100271831,100271831
LOC100271832,100271832
LOC100271836,100271836
LOC100272146,100272146
LOC100272216,100272216
LOC100272217,100272217
LOC100272228,100272228
LOC100286793,100286793
LOC100286844,100286844
LOC100287227,100287227
LOC100287704,100287704
LOC100287718,100287718
LOC100288778,100288778
LOC100289341,100289341
LOC100302401,100302401
LOC100302640,100302640
LOC100302650,100302650
LOC100303728,100303728
LOC113230,113230
LOC115110,115110
LOC116437,116437
LOC121838,121838
LOC121952,121952
LOC126536,126536
LOC127841,127841
LOC134466,134466
LOC143188,143188
LOC143666,143666
LOC144438,144438
LOC144486,144486
LOC144571,144571
LOC144742,144742
LOC144776,144776
LOC145474,145474
LOC145783,145783
LOC145820,145820
LOC145837,145837
LOC145845,145845
LOC146336,146336
LOC146481,146481
LOC146880,146880
LOC147727,147727
LOC147804,147804
LOC148145,148145
LOC148189,148189
LOC148413,148413
LOC148696,148696
LOC148709,148709
LOC148824,148824
LOC149134,149134
LOC149620,149620
LOC149837,149837
LOC150185,150185
LOC150197,150197
LOC150381,150381
LOC150527,150527
LOC150568,150568
LOC150622,150622
LOC150776,150776
LOC150786,150786
LOC151009,151009
LOC151162,151162
LOC151174,151174
LOC151300,151300
LOC151534,151534
LOC151658,151658
LOC152024,152024
LOC152217,152217
LOC152225,152225
LOC153328,153328
LOC153684,153684
LOC153910,153910
LOC154449,154449
LOC154761,154761
LOC154822,154822
LOC157381,157381
LOC157627,157627
LOC158376,158376
LOC158572,158572
LOC158696,158696
LOC162632,162632
LOC168474,168474
LOC200030,200030
LOC200726,200726
LOC201651,201651
LOC202181,202181
LOC202781,202781
LOC219347,219347
LOC220429,220429
LOC220594,220594
LOC220729,220729
LOC220930,220930
LOC221122,221122
LOC221442,221442
LOC221710,221710
LOC222699,222699
LOC253039,253039
LOC253724,253724
LOC254312,254312
LOC254559,254559
LOC255025,255025
LOC255167,255167
LOC256880,256880
LOC257358,257358
LOC25845,25845
LOC26102,26102
LOC282997,282997
LOC283050,283050
LOC283070,283070
LOC283174,283174
LOC283267,283267
LOC283314,283314
LOC283332,283332
LOC283392,283392
LOC283404,283404
LOC283663,283663
LOC283731,283731
LOC283761,283761
LOC283856,283856
LOC283867,283867
LOC283914,283914
LOC283922,283922
LOC283999,283999
LOC284009,284009
LOC284023,284023
LOC284100,284100
LOC284232,284232
LOC284233,284233
LOC284276,284276
LOC284379,284379
LOC284440,284440
LOC284441,284441
LOC284551,284551
LOC284578,284578
LOC284632,284632
LOC284661,284661
LOC284688,284688
LOC284749,284749
LOC284788,284788
LOC284798,284798
LOC284837,284837
LOC284900,284900
LOC285033,285033
LOC285045,285045
LOC285074,285074
LOC285194,285194
LOC285205,285205
LOC285359,285359
LOC285370,285370
LOC285375,285375
LOC285401,285401
LOC285419,285419
LOC285456,285456
LOC285501,285501
LOC285548,285548
LOC285593,285593
LOC285627,285627
LOC285629,285629
LOC285692,285692
LOC285696,285696
LOC285733,285733
LOC285735,285735
LOC285740,285740
LOC285768,285768
LOC285780,285780
LOC285796,285796
LOC285830,285830
LOC285847,285847
LOC285954,285954
LOC286002,286002
LOC286094,286094
LOC286135,286135
LOC286238,286238
LOC286359,286359
LOC286367,286367
LOC286467,286467
LOC29034,29034
LOC338588,338588
LOC338651,338651
LOC338758,338758
LOC338799,338799
LOC339047,339047
LOC339240,339240
LOC339290,339290
LOC339524,339524
LOC339535,339535
LOC339568,339568
LOC339674,339674
LOC339788,339788
LOC340017,340017
LOC340074,340074
LOC340094,340094
LOC340357,340357
LOC340508,340508
LOC341056,341056
LOC342346,342346
LOC344595,344595
LOC344967,344967
LOC347376,347376
LOC348021,348021
LOC348840,348840
LOC348926,348926
LOC349114,349114
LOC349196,349196
LOC360030,360030
LOC374443,374443
LOC374491,374491
LOC375190,375190
LOC387646,387646
LOC387647,387647
LOC388152,388152
LOC388242,388242
LOC388387,388387
LOC388428,388428
LOC388588,388588
LOC388692,388692
LOC388789,388789
LOC388796,388796
LOC388946,388946
LOC388955,388955
LOC389033,389033
LOC389332,389332
LOC389333,389333
LOC389458,389458
LOC389493,389493
LOC389634,389634
LOC389705,389705
LOC389791,389791
LOC390595,390595
LOC390858,390858
LOC391322,391322
LOC392196,392196
LOC399744,399744
LOC399815,399815
LOC399959,399959
LOC400027,400027
LOC400043,400043
LOC400657,400657
LOC400696,400696
LOC400752,400752
LOC400759,400759
LOC400794,400794
LOC400804,400804
LOC400891,400891
LOC400927,400927
LOC400931,400931
LOC400940,400940
LOC401010,401010
LOC401052,401052
LOC401093,401093
LOC401127,401127
LOC401387,401387
LOC401397,401397
LOC401431,401431
LOC401463,401463
LOC401588,401588
LOC402377,402377
LOC402644,402644
LOC407835,407835
LOC415056,415056
LOC440040,440040
LOC440173,440173
LOC440354,440354
LOC440356,440356
LOC440461,440461
LOC440563,440563
LOC440896,440896
LOC440905,440905
LOC440925,440925
LOC440944,440944
LOC440957,440957
LOC441046,441046
LOC441089,441089
LOC441177,441177
LOC441204,441204
LOC441208,441208
LOC441294,441294
LOC441454,441454
LOC441455,441455
LOC441601,441601
LOC441666,441666
LOC441869,441869
LOC442308,442308
LOC442421,442421
LOC442454,442454
LOC442459,442459
LOC493754,493754
LOC494141,494141
LOC541471,541471
LOC541473,541473
LOC550112,550112
LOC550643,550643
LOC554202,554202
LOC55908,55908
LOC572558,572558
LOC595101,595101
LOC606724,606724
LOC613037,613037
LOC619207,619207
LOC641298,641298
LOC641367,641367
LOC642587,642587
LOC642597,642597
LOC642826,642826
LOC642846,642846
LOC642852,642852
LOC642929,642929
LOC643008,643008
LOC643387,643387
LOC643486,643486
LOC643677,643677
LOC643719,643719
LOC643763,643763
LOC643837,643837
LOC643923,643923
LOC643955,643955
LOC644145,644145
LOC644165,644165
LOC644172,644172
LOC644538,644538
LOC644669,644669
LOC644936,644936
LOC645166,645166
LOC645323,645323
LOC645332,645332
LOC645431,645431
LOC645676,645676
LOC645752,645752
LOC646214,646214
LOC646471,646471
LOC646498,646498
LOC646627,646627
LOC646762,646762
LOC646813,646813
LOC646851,646851
LOC646982,646982
LOC646999,646999
LOC647121,647121
LOC647288,647288
LOC647309,647309
LOC647859,647859
LOC647946,647946
LOC647979,647979
LOC648691,648691
LOC648740,648740
LOC649330,649330
LOC650293,650293
LOC650368,650368
LOC650623,650623
LOC651250,651250
LOC652276,652276
LOC653113,653113
LOC653501,653501
LOC653544,653544
LOC653545,653545
LOC653566,653566
LOC653653,653653
LOC653786,653786
LOC654342,654342
LOC654433,654433
LOC678655,678655
LOC723809,723809
LOC723972,723972
LOC727677,727677
LOC727896,727896
LOC727924,727924
LOC728024,728024
LOC728190,728190
LOC728264,728264
LOC728276,728276
LOC728323,728323
LOC728392,728392
LOC728410,728410
LOC728554,728554
LOC728606,728606
LOC728613,728613
LOC728640,728640
LOC728643,728643
LOC728723,728723
LOC728743,728743
LOC728758,728758
LOC728819,728819
LOC728855,728855
LOC728875,728875
LOC728989,728989
LOC729020,729020
LOC729082,729082
LOC729121,729121
LOC729156,729156
LOC729176,729176
LOC729234,729234
LOC729375,729375
LOC729467,729467
LOC729603,729603
LOC729609,729609
LOC729668,729668
LOC729678,729678
LOC729799,729799
LOC729991-MEF2B,4207
LOC729991,729991
LOC730101,730101
LOC730668,730668
LOC730811,730811
LOC731779,731779
LOC731789,731789
LOC732275,732275
LOC80054,80054
LOC80154,80154
LOC81691,81691
LOC84740,84740
LOC84856,84856
LOC84931,84931
LOC84989,84989
LOC90110,90110
LOC90246,90246
LOC90586,90586
LOC90784,90784
LOC90834,90834
LOC91149,91149
LOC91316,91316
LOC91450,91450
LOC91948,91948
LOC92249,92249
LOC92659,92659
LOC92973,92973
LOC93432,93432
LOC93622,93622
LOC96610,96610
LOH12CR1,118426
LOH12CR2,503693
LOH3CR2A,29931
LONP1,9361
LONP2,83752
LONRF1,91694
LONRF2,164832
LONRF3,79836
LOR,4014
LOXHD1,125336
LOXL1,4016
LOXL2,4017
LOXL3,84695
LOXL4,84171
LOX,4015
LPAL2,80350
LPAR1,1902
LPAR2,9170
LPAR3,23566
LPAR4,2846
LPAR5,57121
LPAR6,10161
LPA,4018
LPCAT1,79888
LPCAT2,54947
LPCAT3,10162
LPCAT4,254531
LPGAT1,9926
LPHN1,22859
LPHN2,23266
LPHN3,23284
LPIN1,23175
LPIN2,9663
LPIN3,64900
LPL,4023
LPO,4025
LPPR1,54886
LPPR2,64748
LPPR3,79948
LPPR4,9890
LPPR5,163404
LPP,4026
LPXN,9404
LQK1,642946
LRAT,9227
LRBA,987
LRCH1,23143
LRCH2,57631
LRCH3,84859
LRCH4,4034
LRDD,55367
LRFN1,57622
LRFN2,57497
LRFN3,79414
LRFN4,78999
LRFN5,145581
LRG1,116844
LRGUK,136332
LRIG1,26018
LRIG2,9860
LRIG3,121227
LRIT1,26103
LRIT2,340745
LRIT3,345193
LRMP,4033
LRP10,26020
LRP11,84918
LRP12,29967
LRP1B,53353
LRP1,4035
LRP2BP,55805
LRP2,4036
LRP3,4037
LRP4,4038
LRP5L,91355
LRP5,4041
LRP6,4040
LRP8,7804
LRPAP1,4043
LRPPRC,10128
LRRC10B,390205
LRRC10,376132
LRRC14B,389257
LRRC14,9684
LRRC15,131578
LRRC16A,55604
LRRC16B,90668
LRRC17,10234
LRRC18,474354
LRRC19,64922
LRRC1,55227
LRRC20,55222
LRRC23,10233
LRRC24,441381
LRRC25,126364
LRRC26,389816
LRRC27,80313
LRRC28,123355
LRRC29,26231
LRRC2,79442
LRRC30,339291
LRRC31,79782
LRRC32,2615
LRRC33,375387
LRRC34,151827
LRRC36,55282
LRRC37A2,474170
LRRC37A3,374819
LRRC37A4,55073
LRRC37A,9884
LRRC37B2,147172
LRRC37B,114659
LRRC39,127495
LRRC3B,116135
LRRC3,81543
LRRC40,55631
LRRC41,10489
LRRC42,115353
LRRC43,254050
LRRC45,201255
LRRC46,90506
LRRC47,57470
LRRC48,83450
LRRC49,54839
LRRC4B,94030
LRRC4C,57689
LRRC4,64101
LRRC50,123872
LRRC52,440699
LRRC55,219527
LRRC56,115399
LRRC57,255252
LRRC58,116064
LRRC59,55379
LRRC61,65999
LRRC66,339977
LRRC67,286187
LRRC69,100130742
LRRC6,23639
LRRC70,100130733
LRRC7,57554
LRRC8A,56262
LRRC8B,23507
LRRC8C,84230
LRRC8D,55144
LRRC8E,80131
LRRCC1,85444
LRRFIP1,9208
LRRFIP2,9209
LRRIQ1,84125
LRRIQ3,127255
LRRIQ4,344657
LRRK1,79705
LRRK2,120892
LRRN1,57633
LRRN2,10446
LRRN3,54674
LRRN4CL,221091
LRRN4,164312
LRRTM1,347730
LRRTM2,26045
LRRTM3,347731
LRRTM4,80059
LRSAM1,90678
LRTM1,57408
LRTM2,654429
LRTOMT,220074
LRWD1,222229
LSAMP,4045
LSG1,55341
LSM10,84967
LSM11,134353
LSM12,124801
LSM14A,26065
LSM14B,149986
LSM1,27257
LSM2,57819
LSM3,27258
LSM4,25804
LSM5,23658
LSM6,11157
LSM7,51690
LSMD1,84316
LSP1,4046
LSR,51599
LSS,4047
LST-3TM12,338821
LST1,7940
LTA4H,4048
LTA,4049
LTB4R2,56413
LTB4R,1241
LTBP1,4052
LTBP2,4053
LTBP3,4054
LTBP4,8425
LTBR,4055
LTB,4050
LTC4S,4056
LTF,4057
LTK,4058
LTV1,84946
LUC7L2,51631
LUC7L3,51747
LUC7L,55692
LUM,4060
LUZP1,7798
LUZP2,338645
LUZP4,51213
LUZP6,767558
LXN,56925
LY6D,8581
LY6E,4061
LY6G5B,58496
LY6G5C,80741
LY6G6C,80740
LY6G6D,58530
LY6G6E,79136
LY6G6F,259215
LY6H,4062
LY6K,54742
LY75,4065
LY86,9450
LY96,23643
LY9,4063
LYAR,55646
LYG1,129530
LYG2,254773
LYL1,4066
LYNX1,66004
LYN,4067
LYPD1,116372
LYPD2,137797
LYPD3,27076
LYPD4,147719
LYPD5,284348
LYPD6B,130576
LYPD6,130574
LYPLA1,10434
LYPLA2P1,653639
LYPLA2,11313
LYPLAL1,127018
LYRM1,57149
LYRM2,57226
LYRM4,57128
LYRM5,144363
LYRM7,90624
LYSMD1,388695
LYSMD2,256586
LYSMD3,116068
LYSMD4,145748
LYST,1130
LYVE1,10894
LYZL1,84569
LYZL2,119180
LYZL4,131375
LYZL6,57151
LYZ,4069
LZIC,84328
LZTFL1,54585
LZTR1,8216
LZTS1,11178
LZTS2,84445
M6PR,4074
MAB21L1,4081
MAB21L2,10586
MACC1,346389
MACF1,23499
MACROD1,28992
MACROD2,140733
MAD1L1,8379
MAD2L1BP,9587
MAD2L1,4085
MAD2L2,10459
MADCAM1,8174
MADD,8567
MAEA,10296
MAEL,84944
MAF1,84232
MAFA,389692
MAFB,9935
MAFF,23764
MAFG,4097
MAFK,7975
MAF,4094
MAGEA10,4109
MAGEA11,4110
MAGEA12,4111
MAGEA1,4100
MAGEA2,4101
MAGEA3,4102
MAGEA4,4103
MAGEA5,4104
MAGEA6,4105
MAGEA8,4107
MAGEA9B,728269
MAGEB10,139422
MAGEB16,139604
MAGEB18,286514
MAGEB1,4112
MAGEB2,4113
MAGEB3,4114
MAGEB4,4115
MAGEB6,158809
MAGEC1,9947
MAGEC2,51438
MAGEC3,139081
MAGED1,9500
MAGED2,10916
MAGED4B,81557
MAGED4,728239
MAGEE1,57692
MAGEE2,139599
MAGEF1,64110
MAGEH1,28986
MAGEL2,54551
MAGI1,9223
MAGI2,9863
MAGI3,260425
MAGIX,79917
MAGOHB,55110
MAGOH,4116
MAGT1,84061
MAG,4099
MAK16,84549
MAK,4117
MAL2,114569
MALAT1,378938
MALL,7851
MALT1,10892
MAL,4118
MAMDC2,256691
MAMDC4,158056
MAML1,9794
MAML2,84441
MAML3,55534
MAMLD1,10046
MAMSTR,284358
MAN1A1,4121
MAN1A2,10905
MAN1B1,11253
MAN1C1,57134
MAN2A1,4124
MAN2A2,4122
MAN2B1,4125
MAN2B2,23324
MAN2C1,4123
MANBAL,63905
MANBA,4126
MANEAL,149175
MANEA,79694
MANF,7873
MANSC1,54682
MAOA,4128
MAOB,4129
MAP1A,4130
MAP1B,4131
MAP1D,254042
MAP1LC3A,84557
MAP1LC3B2,643246
MAP1LC3B,81631
MAP1LC3C,440738
MAP1S,55201
MAP2K1,5604
MAP2K2,5605
MAP2K3,5606
MAP2K4,6416
MAP2K5,5607
MAP2K6,5608
MAP2K7,5609
MAP2,4133
MAP3K10,4294
MAP3K11,4296
MAP3K12,7786
MAP3K13,9175
MAP3K14,9020
MAP3K15,389840
MAP3K1,4214
MAP3K2,10746
MAP3K3,4215
MAP3K4,4216
MAP3K5,4217
MAP3K6,9064
MAP3K7,6885
MAP3K8,1326
MAP3K9,4293
MAP4K1,11184
MAP4K2,5871
MAP4K3,8491
MAP4K4,9448
MAP4K5,11183
MAP4,4134
MAP6D1,79929
MAP6,4135
MAP7D1,55700
MAP7D2,256714
MAP7D3,79649
MAP7,9053
MAP9,79884
MAPK10,5602
MAPK11,5600
MAPK12,6300
MAPK13,5603
MAPK14,1432
MAPK15,225689
MAPK1IP1L,93487
MAPK1,5594
MAPK3,5595
MAPK4,5596
MAPK6,5597
MAPK7,5598
MAPK8IP1,9479
MAPK8IP2,23542
MAPK8IP3,23162
MAPK8,5599
MAPK9,5601
MAPKAP1,79109
MAPKAPK2,9261
MAPKAPK3,7867
MAPKAPK5,8550
MAPKBP1,23005
MAPKSP1,8649
MAPRE1,22919
MAPRE2,10982
MAPRE3,22924
MAPT,4137
MARCH10,162333
MARCH11,441061
MARCH1,55016
MARCH2,51257
MARCH3,115123
MARCH4,57574
MARCH5,54708
MARCH6,10299
MARCH7,64844
MARCH8,220972
MARCH9,92979
MARCKSL1,65108
MARCKS,4082
MARCO,8685
MARK1,4139
MARK2,2011
MARK3,4140
MARK4,57787
MARS2,92935
MARS,4141
MARVELD1,83742
MARVELD2,153562
MARVELD3,91862
MAS1L,116511
MAS1,4142
MASP1,5648
MASP2,10747
MAST1,22983
MAST2,23139
MAST3,23031
MAST4,375449
MASTL,84930
MAT1A,4143
MAT2A,4144
MAT2B,27430
MATK,4145
MATN1,4146
MATN2,4147
MATN3,4148
MATN4,8785
MATR3,9782
MAVS,57506
MAX,4149
MAZ,4150
MBD1,4152
MBD2,8932
MBD3L1,85509
MBD3L2,125997
MBD3L5,284428
MBD3,53615
MBD4,8930
MBD5,55777
MBD6,114785
MBIP,51562
MBL1P,8512
MBL2,4153
MBLAC1,255374
MBLAC2,153364
MBNL1,4154
MBNL2,10150
MBNL3,55796
MBOAT1,154141
MBOAT2,129642
MBOAT4,619373
MBOAT7,79143
MBP,4155
MBTD1,54799
MBTPS1,8720
MBTPS2,51360
MB,4151
MC1R,4157
MC2R,4158
MC3R,4159
MC4R,4160
MC5R,4161
MCAM,4162
MCART1,92014
MCART2,147407
MCART3P,442229
MCART6,401612
MCAT,27349
MCCC1,56922
MCCC2,64087
MCCD1,401250
MCC,4163
MCEE,84693
MCF2L2,23101
MCF2L,23263
MCF2,4168
MCFD2,90411
MCHR1,2847
MCHR2,84539
MCL1,4170
MCM10,55388
MCM2,4171
MCM3APAS,114044
MCM3AP,8888
MCM3,4172
MCM4,4173
MCM5,4174
MCM6,4175
MCM7,4176
MCM8,84515
MCM9,254394
MCOLN1,57192
MCOLN2,255231
MCOLN3,55283
MCPH1,79648
MCRS1,10445
MCTP1,79772
MCTP2,55784
MCTS1,28985
MDC1,9656
MDFIC,29969
MDFI,4188
MDGA1,266727
MDGA2,161357
MDH1B,130752
MDH1,4190
MDH2,4191
MDK,4192
MDM1,56890
MDM2,4193
MDM4,4194
MDN1,23195
MDP1,145553
MDS2,259283
ME1,4199
ME2,4200
ME3,10873
MEA1,4201
MEAF6,64769
MECOM,2122
MECP2,4204
MECR,51102
MED10,84246
MED11,400569
MED12L,116931
MED12,9968
MED13L,23389
MED13,9969
MED14,9282
MED15,51586
MED16,10025
MED17,9440
MED18,54797
MED19,219541
MED1,5469
MED20,9477
MED21,9412
MED22,6837
MED23,9439
MED24,9862
MED25,81857
MED26,9441
MED27,9442
MED28,80306
MED29,55588
MED30,90390
MED31,51003
MED4,29079
MED6,10001
MED7,9443
MED8,112950
MED9,55090
MEF2A,4205
MEF2B,100271849
MEF2C,4208
MEF2D,4209
MEFV,4210
MEG3,55384
MEG8,79104
MEGF10,84466
MEGF11,84465
MEGF6,1953
MEGF8,1954
MEGF9,1955
MEI1,150365
MEIG1,644890
MEIS1,4211
MEIS2,4212
MEIS3P1,4213
MEIS3,56917
MELK,9833
MEMO1,51072
MEN1,4221
MEOX1,4222
MEOX2,4223
MEP1A,4224
MEP1B,4225
MEPCE,56257
MEPE,56955
MERTK,10461
MESDC1,59274
MESDC2,23184
MESP1,55897
MESP2,145873
MESTIT1,317751
MEST,4232
METAP1,23173
METAP2,10988
METRNL,284207
METRN,79006
METT10D,79066
METT11D1,64745
METT5D1,196074
METTL10,399818
METTL11A,28989
METTL11B,149281
METTL12,751071
METTL13,51603
METTL14,57721
METTL1,4234
METTL2A,339175
METTL2B,55798
METTL3,56339
METTL4,64863
METTL5,29081
METTL6,131965
METTL7A,25840
METTL7B,196410
METTL8,79828
METTL9,51108
MET,4233
MEX3A,92312
MEX3B,84206
MEX3C,51320
MEX3D,399664
MFAP1,4236
MFAP2,4237
MFAP3L,9848
MFAP3,4238
MFAP4,4239
MFAP5,8076
MFF,56947
MFGE8,4240
MFHAS1,9258
MFI2,4241
MFN1,55669
MFN2,9927
MFNG,4242
MFRP,83552
MFSD10,10227
MFSD11,79157
MFSD1,64747
MFSD2A,84879
MFSD2B,388931
MFSD3,113655
MFSD4,148808
MFSD5,84975
MFSD6L,162387
MFSD6,54842
MFSD7,84179
MFSD8,256471
MFSD9,84804
MGAM,8972
MGAT1,4245
MGAT2,4247
MGAT3,4248
MGAT4A,11320
MGAT4B,11282
MGAT4C,25834
MGAT5B,146664
MGAT5,4249
MGA,23269
MGC12916,84815
MGC12982,84793
MGC14436,84983
MGC15885,197003
MGC16025,85009
MGC16121,84848
MGC16142,84849
MGC16275,85001
MGC16384,114130
MGC16703,113691
MGC21881,389741
MGC23270,196872
MGC23284,197187
MGC26647,219557
MGC27382,149047
MGC2752,65996
MGC2889,84789
MGC29506,51237
MGC34034,154089
MGC3771,81854
MGC42105,167359
MGC4473,79100
MGC45800,90768
MGC57346,401884
MGC70857,414919
MGC72080,389538
MGC87042,256227
MGEA5,10724
MGLL,11343
MGMT,4255
MGP,4256
MGRN1,23295
MGST1,4257
MGST2,4258
MGST3,4259
